"ID.OMM.station","Latitude","Longitude","Altitude","temp_moy","temp_sd","temp_ete","temp_hiver","hum_moy","hum_sd","vent_moy","vent_sd","precip_moy","precip_sd","nebul_moy","communes..name.","department..name.","region..name.","cluster"
7335,46.593833,0.314333,123,286.168477927913,7.38546720792053,293.610571958162,279.423954715933,77.0013637448433,18.9722875990812,3.74769524068904,2.1580796316283,1.77152507963177,4.17583654027874,94.8200037577504,"Poitiers","Vienne","Nouvelle-Aquitaine","3"
7434,45.861167,1.175,402,285.592323256368,7.19825539896917,293.005218944305,278.751428769594,75.8110589675576,19.429958482692,3.46770211890557,1.81672058880521,2.7743342163971,5.81566033427833,95.2448928437148,"Limoges","Haute-Vienne","Nouvelle-Aquitaine","4"
7460,45.786833,3.149333,331,286.129888076355,7.9148666619919,294.200387389794,278.826806934154,69.0591547361555,17.6988599101774,2.88060487200661,2.31369793191869,1.45097053320861,4.38499610416143,95.8486721456225,"Clermont-Ferrand","Puy-de-Dôme","Auvergne-Rhône-Alpes","3"
7471,45.0745,3.764,833,282.989934975097,7.95107460608769,291.349109345026,275.803275475924,74.2739692861096,17.6809557891053,2.63164994811484,2.05088338797044,1.86836222143615,5.34116294638403,96.972705178538,"Chaspuzac","Haute-Loire","Auvergne-Rhône-Alpes","3"
7481,45.7265,5.077833,235,286.796601149386,8.18983270788869,295.633236305901,278.639925062448,70.3605604107865,18.827221203497,3.47403767682263,2.39799303253518,2.19808089145687,6.1481858795992,62.0788196674517,"Colombier-Saugnieu","Rhône","Auvergne-Rhône-Alpes","5"
7510,44.830667,-0.691333,47,287.786851763746,7.135656413646,294.866323024055,281.144949354794,75.7636443961123,18.7356090538677,3.31346389228886,2.01127967685964,2.42880297961858,5.49334240002769,92.3549891401559,"Mérignac","Gironde","Nouvelle-Aquitaine","4"
7535,44.745,1.396667,260,286.647935913727,7.72721972280269,294.226817393624,279.585204010583,75.2912988217512,19.8862652273436,2.13034916489106,1.48455485086153,2.25822305569316,5.23429692840033,96.3341477436045,"Gourdon","Lot","Occitanie","4"
7558,44.1185,3.0195,712,284.934057474024,7.61041174204068,293.297239016526,277.710668989547,72.7290216384898,19.2865375986502,4.52974724784801,2.88468878019295,1.63872920366813,4.5958631025266,NA,"Millau","Aveyron","Occitanie","3"
7577,44.581167,4.733,73,288.019047049578,8.04037607523581,297.035702875399,279.950250417362,67.6551865518655,18.8985130588167,3.50961623742112,2.57141405965192,2.16821459676015,7.48921511596284,60.1941489361702,"Montélimar","Drôme","Auvergne-Rhône-Alpes","5"
7591,44.565667,6.502333,871,284.626827854317,8.55009564126514,293.689949648867,276.19507101086,61.3392102032465,20.8000739082049,2.76925688419464,2.12472324346965,2.11603304071335,5.89526273432164,NA,"Embrun","Hautes-Alpes","Provence-Alpes-Côte d'Azur","5"
7607,43.909833,-0.500167,59,287.332554271408,7.61061956243235,294.633322161148,280.554174811505,78.5529682087863,18.794618074997,2.35110044566335,1.65525631994457,2.58098945855295,6.12820547397352,97.2791549639761,"Mont-de-Marsan","Landes","Nouvelle-Aquitaine","4"
7621,43.188,0,360,286.4468207994,7.27199173144934,293.395578501456,279.910531071875,77.5099328721845,17.0335618435935,2.78069792802617,1.71326316462128,2.67700637835565,6.21354151253144,97.4995710784314,"Louey","Hautes-Pyrénées","Occitanie","4"
7627,43.005333,1.106833,414,286.151482985239,7.45330783918284,293.425255102041,279.474495798319,76.7307679081124,17.5744231031571,1.98629618152395,1.63794473440747,2.68417969451932,5.96944929585873,88.4843514547351,"Lorp-Sentaraille","Ariège","Occitanie","4"
7630,43.621,1.378833,151,288.059721370666,7.61419917482089,296.078450331126,280.684054431263,72.4782682744056,18.3833770509898,3.86989115646259,2.41745826882343,1.5633636587165,4.2029339677915,95.2220625470471,"Blagnac","Haute-Garonne","Occitanie","3"
7643,43.577,3.963167,2,289.249822996318,7.34330949888369,297.573972125436,281.909459072696,67.4117459643161,19.1897490353234,4.1445840263279,2.57639520471436,1.425664500886,6.50334793607307,82.9737742303307,"Mauguio","Hérault","Occitanie","6"
7650,43.437667,5.216,9,289.691642866857,7.68498723437557,298.41761866984,281.825114440283,65.8469960218966,17.457970593273,4.60964957003501,3.44820188063599,1.29340938336869,5.48791756371023,87.2470465237846,"Marignane","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","6"
7661,43.079333,5.940833,115,289.477672955975,6.32958892266918,297.019262954619,283.441254416961,68.9497767857143,18.0097955385515,6.00096582984658,3.96364534736806,1.27068363273453,4.99122107105396,42.6924247851003,"Saint-Mandrier-sur-Mer","Var","Provence-Alpes-Côte d'Azur","6"
7690,43.648833,7.209,2,290.19828407197,6.49189640315003,297.915167944988,283.267987211565,66.8976260118359,14.0182356253006,3.92732805222181,2.22369243100996,1.78155390026898,7.05071412595014,46.7766139375802,"Nice","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","6"
7747,42.737167,2.872833,42,289.96032976036,7.1179973201988,298.000432929266,283.025222841226,63.8605254179461,18.6661015029232,4.33113531914894,3.08893330150427,1.24914808582247,5.69079278379544,93.8652217741935,"Perpignan","Pyrénées-Orientales","Occitanie","6"
7790,42.540667,9.485167,10,290.060827000753,6.90310159313158,297.91798618491,283.31935846933,71.229660320504,16.2365896063387,2.86108806528392,1.85029834647233,1.70161847761949,6.98271536897717,73.2600685860116,"Lucciana","Haute-Corse","Corse","6"
